iter	Passed	Remaining
531	3277	2883
532	3285	2878
533	3289	2870
534	3331	2895
535	3337	2888
536	3346	2885
537	3351	2878
538	3360	2873
539	3365	2866
540	3378	2866
541	3387	2862
542	3392	2855
543	3400	2850
544	3405	2843
545	3409	2835
546	3414	2827
547	3422	2823
548	3429	2817
549	3435	2810
550	3440	2803
551	3444	2795
552	3450	2788
553	3455	2781
554	3462	2775
555	3503	2797
556	3512	2793
557	3518	2786
558	3523	2779
559	3528	2772
560	3532	2764
561	3537	2756
562	3547	2753
563	3555	2748
564	3560	2740
565	3565	2733
566	3569	2726
567	3575	2719
568	3579	2711
569	3586	2705
570	3608	2711
571	3616	2705
572	3620	2697
573	3626	2691
574	3632	2684
575	3649	2686
576	3660	2683
577	3665	2675
578	3668	2667
579	3677	2662
580	3687	2659
581	3696	2654
582	3703	2648
583	3708	2641
584	3712	2633
585	3718	2627
586	3723	2619
587	3728	2612
588	3734	2605
589	3738	2597
590	3743	2590
591	3749	2584
592	3756	2578
593	3764	2573
594	3771	2567
595	3778	2561
596	3784	2554
597	3793	2549
598	3810	2550
599	3818	2545
600	3841	2550
601	3845	2542
602	3849	2534
603	3855	2527
604	3859	2519
605	3863	2511
606	3867	2504
607	3872	2496
608	3876	2488
609	3880	2481
610	3887	2475
611	3894	2468
612	3900	2462
613	3904	2454
614	3909	2447
615	3914	2440
616	3918	2432
617	3923	2425
618	3932	2420
619	3937	2413
620	3943	2407
621	3949	2399
622	3954	2393
623	3958	2385
624	3969	2381
625	3973	2374
626	3977	2366
627	4022	2382
628	4027	2375
629	4032	2368
630	4037	2360
631	4041	2353
632	4046	2345
633	4050	2338
634	4056	2331
635	4088	2340
636	4095	2333
637	4098	2325
638	4103	2318
639	4109	2311
640	4116	2305
641	4121	2298
642	4125	2290
643	4130	2283
644	4171	2296
645	4179	2290
646	4185	2283
647	4189	2275
648	4193	2267
649	4199	2261
650	4203	2253
651	4207	2245
652	4244	2255
653	4248	2247
654	4252	2239
655	4256	2232
656	4261	2224
657	4266	2217
658	4270	2209
659	4276	2202
660	4279	2194
661	4319	2205
662	4326	2199
663	4331	2191
664	4335	2184
665	4339	2176
666	4346	2169
667	4353	2163
668	4365	2159
669	4372	2153
670	4381	2148
671	4385	2140
672	4394	2135
673	4400	2128
674	4412	2124
675	4424	2120
676	4432	2114
677	4443	2110
678	4457	2107
679	4494	2114
680	4509	2112
681	4521	2108
682	4536	2105
683	4576	2114
684	4588	2110
685	4592	2102
686	4599	2095
687	4602	2087
688	4607	2079
689	4612	2072
690	4616	2064
691	4623	2057
692	4633	2052
693	4644	2047
694	4655	2043
695	4664	2037
696	4673	2031
697	4677	2023
698	4687	2018
699	4690	2010
700	4695	2002
701	4704	1997
702	4744	2004
703	4759	2001
704	4769	1995
705	4773	1987
706	4781	1981
707	4785	1973
708	4790	1966
709	4847	1979
710	4853	1972
711	4864	1967
712	4869	1960
713	4877	1953
714	4881	1945
715	4889	1939
716	4897	1933
717	4927	1935
718	4940	1930
719	4947	1924
720	4957	1918
721	4964	1911
722	4972	1905
723	4976	1896
724	4982	1889
725	4987	1882
726	4991	1874
727	5000	1868
728	5004	1860
729	5051	1868
730	5057	1861
731	5065	1854
732	5070	1847
733	5079	1840
734	5084	1833
735	5093	1827
736	5096	1818
737	5100	1810
738	5106	1803
739	5159	1812
740	5163	1804
741	5172	1798
742	5177	1791
743	5185	1784
744	5189	1776
745	5193	1768
746	5202	1762
747	5206	1754
748	5210	1746
749	5227	1742
750	5235	1735
751	5243	1729
752	5247	1721
753	5251	1713
754	5256	1705
755	5261	1697
756	5265	1690
757	5277	1684
758	5281	1676
759	5286	1669
760	5290	1661
761	5294	1653
762	5298	1645
763	5303	1638
764	5307	1630
765	5311	1622
766	5353	1626
767	5361	1619
768	5371	1613
769	5375	1605
770	5381	1598
771	5384	1590
772	5403	1586
773	5414	1580
774	5419	1573
775	5428	1567
776	5434	1559
777	5443	1553
778	5449	1545
779	5459	1539
780	5517	1547
781	5526	1540
782	5530	1532
783	5540	1526
784	5544	1518
785	5555	1512
786	5574	1508
787	5584	1502
788	5589	1494
789	5593	1486
790	5631	1487
791	5640	1481
792	5677	1482
793	5681	1474
794	5686	1466
795	5691	1458
796	5695	1450
797	5698	1442
798	5704	1434
799	5710	1427
800	5754	1429
801	5759	1422
802	5768	1415
803	5773	1407
804	5781	1400
805	5785	1392
806	5791	1385
807	5802	1378
808	5813	1372
809	5821	1365
810	5840	1361
811	5849	1354
812	5861	1348
813	5867	1340
814	5875	1333
815	5879	1325
816	5889	1319
817	5893	1311
818	5905	1305
819	5908	1296
820	5917	1290
821	5927	1283
822	5931	1275
823	5944	1269
824	5957	1263
825	5962	1256
826	5967	1248
827	5976	1241
828	5981	1233
829	5992	1227
830	6007	1221
831	6013	1214
832	6019	1206
833	6025	1199
834	6032	1192
835	6037	1184
836	6053	1178
837	6060	1171
838	6064	1163
839	6072	1156
840	6077	1149
841	6087	1142
842	6094	1135
843	6104	1128
844	6135	1125
845	6158	1121
846	6169	1114
847	6174	1106
848	6190	1100
849	6209	1095
850	6219	1089
851	6231	1082
852	6291	1084
853	6297	1076
854	6301	1068
855	6307	1061
856	6313	1053
857	6319	1045
858	6323	1037
859	6329	1030
860	6339	1023
861	6348	1016
862	6356	1009
863	6364	1001
864	6376	995
865	6385	987
866	6390	980
867	6396	972
868	6400	964
869	6405	957
870	6413	949
871	6429	943
872	6458	939
873	6465	932
874	6472	924
875	6478	916
876	6484	909
877	6489	901
878	6531	899
879	6536	891
880	6539	883
881	6545	875
882	6549	867
883	6554	860
884	6567	853
885	6571	845
886	6576	837
887	6582	830
888	6586	822
889	6591	814
890	6595	806
891	6603	799
892	6607	791
893	6655	789
894	6659	781
895	6668	774
896	6672	766
897	6680	758
898	6684	750
899	6688	743
900	6697	735
901	6736	731
902	6746	724
903	6752	717
904	6758	709
905	6762	701
906	6767	693
907	6773	686
908	6778	678
909	6782	670
910	6787	663
911	6793	655
912	6801	648
913	6809	640
914	6813	632
915	6817	625
916	6821	617
917	6825	609
918	6830	602
919	6834	594
920	6844	587
921	6848	579
922	6852	571
923	6861	564
924	6868	556
925	6891	550
926	6897	543
927	6901	535
928	6906	527
929	6910	520
930	6920	512
931	6925	505
932	6934	497
933	6938	490
934	6948	483
935	6955	475
936	6966	468
937	6979	461
938	6985	453
939	6989	446
940	6999	438
941	7003	431
942	7013	423
943	7017	416
944	7048	410
945	7056	402
946	7063	395
947	7075	388
948	7083	380
949	7091	373
950	7098	365
951	7103	358
952	7109	350
953	7114	343
954	7123	335
955	7127	328
956	7132	320
957	7137	312
958	7141	305
959	7146	297
960	7150	290
961	7155	282
962	7179	275
963	7190	268
964	7202	261
965	7210	253
966	7233	246
967	7238	239
968	7247	231
969	7254	224
970	7264	216
971	7269	209
972	7291	202
973	7297	194
974	7305	187
975	7318	179
976	7322	172
977	7326	164
978	7334	157
979	7338	149
980	7356	142
981	7365	135
982	7369	127
983	7377	119
984	7381	112
985	7385	104
986	7396	97
987	7400	89
988	7412	82
989	7423	74
990	7430	67
991	7441	60
992	7445	52
993	7454	44
994	7458	37
995	7467	29
996	7471	22
997	7475	14
998	7484	7
999	7539	0
